image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1706439.jpeg,14/6.1871,0.286562595,Dronninglund,0.170412246
1709399.jpeg,27.IV.2022,0.443410124,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.232200667
1706237.jpeg,23-5-1965,0.633528342,V.Sjælland Røsnæs Kongstrup Kl,0.239627160
1707272.jpeg,17-VIII-1976,0.572036981,Krenkerup,0.753243407
1709335.jpeg,19-9-1953,0.232794786,Dyrehaven,0.729478630
1705807.jpeg,MISSING,0.967423462,Dyrehaven,0.800178842
1706986.jpeg,MISSING,0.921379206,MISSING,0.548866323
1706989.jpeg,MISSING,0.920488027,Lolland,0.866720218
1709392.jpeg,27.IV.2022,0.445192483,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.217941801
1744573.jpeg,MISSING,0.715813883,Kb,0.942767505
1709575.jpeg,21/4 1889,0.175759321,Rude Hegn,0.634716581
1709159.jpeg,MISSING,0.815031828,MISSING,0.495989694
1708039.jpeg,7/5-1939. | 7/5-39,0.116347378,Tranekær Svendborg Amt,0.234874204
1705694.jpeg,3/6.1870.,0.681652016,Byå ved Rønne | Bo,0.151697484
1708990.jpeg,MISSING,0.822458321,MISSING,0.502227948
1707286.jpeg,17.6.1924,0.569660503,Slotved Skov,0.290127311
1709991.jpeg,13.vi. 1978,0.409545317,"NWZ, PG 27 Røsnæs, Kongstrup",0.145756290
1709964.jpeg,12/7 1939. | 12/7 39,0.114862079,Ærø Svendborg Amt,0.084264929
1742999.jpeg,22.7.1972,0.376571688,Svinø Strand,0.594316460
1707213.jpeg,30-8-62.,0.578572295,Dyrehaven,0.757105183
1705666.jpeg,MISSING,0.977226432,Veilø Bugt,0.415783571
1743840.jpeg,15/6 47,0.346865717,Lejre,0.920785086
1706076.jpeg,2.7.1937,0.643628372,Hesthave,0.078323734
1706882.jpeg,26/VII 1998,0.064956047,Hanstholm NWJ,0.321021522
1705429.jpeg,12.5.1902,0.133576841,Halk,0.894643831
1707257.jpeg,MISSING,0.904743862,Dyrehaven,0.077135496
1709152.jpeg,9/9 75,0.035250076,MISSING,0.372115793
1709161.jpeg,MISSING,0.814437708,MISSING,0.495395574
1706301.jpeg,17 Mai 1951,0.624913610,Hobro Skov Jyll.,0.265768415
1706964.jpeg,15/5 1870,0.180809336,Dyrehaven,0.763640497
1709960.jpeg,12/7 1939. | 12/7 39,0.115159139,Ærø Svendborg Amt,0.083373750
1705724.jpeg,MISSING,0.970394059,MISSING,0.566689906
1705497.jpeg,MISSING,0.986138224,MISSING,0.187047590
1705763.jpeg,24-5-1915,0.676304941,Skagen,0.910090937
1744599.jpeg,MISSING,0.711655047,MISSING,0.457668991
1707629.jpeg,MISSING,0.706605032,Bornholm,0.818299485
1709316.jpeg,30-5-1909,0.454401334,Dyrehaven,0.732152167
1728603.jpeg,MISSING,0.762749318,MISSING,0.473710215
1744607.jpeg,6.91,0.016832373,Lundby Krat,0.015347075
1708923.jpeg,22.8.22,0.141003334,Thorsager,0.741063959
1708387.jpeg,2-6-1955,0.511139739,Vodskov N.Ø.f. Aalborg,0.127338587
1743845.jpeg,15/6 47,0.346568657,Lejre,0.920488027
1705550.jpeg,10-7-37,0.696505002,Rands Fj.,0.636201879
1706352.jpeg,MISSING,0.939499848,Ti,0.833152470
1706282.jpeg,21-6-1956,0.629072446,V.f. Høvblege Møn,0.337953925
1743730.jpeg,MISSING,0.728587451,MISSING,0.464798424
1709813.jpeg,12.IV.2011,0.420536526,Sukkertoppen EJ,0.328448015
1705591.jpeg,21/5- 1922,0.692049106,Lellinge Aa,0.365580479
1705684.jpeg,3/6.1870,0.305574416,Rønne,0.883058503
1706853.jpeg,4/6-41,0.079214914,Dyrehaven,0.644519551
1709848.jpeg,18.6.21,0.139815095,Højbjerg,0.072382540
1744703.jpeg,lo-5-1956,0.033764777,Kongelunden,0.378354047
1708695.jpeg,MISSING,0.844143680,MISSING,0.517080934
1707001.jpeg,MISSING,0.917517430,MISSING,0.548272204
1709313.jpeg,18-5-1913,0.454698393,Saltholm,0.814140649
1743994.jpeg,26-7-1951,0.328150955,Nivå,0.928805699
1708895.jpeg,9-10-1972,0.480542589,MARSELISBORG,0.595207639
1709525.jpeg,MISSING,0.793346469,Kb,0.956729312
1706240.jpeg,26-5-1962,0.292503789,Skallingen,0.700960897
1743531.jpeg,8. 7. 1883,0.364986360,Husum,0.714328584
1709963.jpeg,12/7 1939. | 12/7 39,0.108029706,Ærø Svendborg Amt | Æ,0.160015156
1709023.jpeg,MISSING,0.817111246,MISSING,0.499257351
1744668.jpeg,7/6 87,0.012079418,Harboør Skobr,0.010297060
1707886.jpeg,MISSING,0.859293725,MISSING,0.525398606
1742722.jpeg,17. 5. 22,0.216159442,Søllerød,0.812061231
1709890.jpeg,MISSING,0.782058199,Kb,0.955838133
1709248.jpeg,16/4.1870,0.457074871,Dyrehaven,0.732449227
1744535.jpeg,MISSING,0.722349197,SS,0.949005759
1706485.jpeg,MISSING,0.932073356,At,0.025744165
1705699.jpeg,MISSING,0.973958775,SS,0.449648378
1707003.jpeg,6/92,0.104167930,Rolst.,0.315971507
1707747.jpeg,5-5-1974,0.536389815,SKALLINGEN,0.682543195
1707686.jpeg,MISSING,0.878899667,MISSING,0.182591694
1708360.jpeg,10-5-1915,0.514407396,Skagen,0.902367384
1707298.jpeg,11.5.1947,0.268441952,Juelsminde,0.436577751
1728577.jpeg,6-1916.,0.386968778,Silkeborg,0.718784480
1707464.jpeg,2.6.1943.,0.554807517,Dyrehaven,0.751461049
1708978.jpeg,MISSING,0.825131858,MISSING,0.181106396
1710403.jpeg,6. 6. 1917.,0.395286450,Thorsø,0.654025462
1708765.jpeg,MISSING,0.837905426,MISSING,0.512922098
1709194.jpeg,29-8-1952,0.177541679,Dyrehaven,0.734528645
1709566.jpeg,14/9.1896 | 7.9.,0.070600182,Ålbæk,0.588078206
1708888.jpeg,13.10.1991,0.482622007,Marselisborg,0.597287057
1706455.jpeg,17/6.1871.,0.284780236,Jydske As,0.393207032
1709090.jpeg,21-9-1913,0.130903304,Donse,0.924943922
1709434.jpeg,27.IV.2022,0.434795393,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N, 12.5439E",0.227744771
1708352.jpeg,30/3 1929,0.515595635,Liselund,0.816220067
1743771.jpeg,2/8 1930.,0.168926948,Aabenraa,0.810278872
1707320.jpeg,17.6.92,0.046835405,Dyrehaven,0.288939072
1744541.jpeg,MISSING,0.721458018,Kb,0.947817520
1709055.jpeg,23.8.03,0.473116096,Mølbak,0.060797211
1709252.jpeg,16/4.1870,0.233685965,Dyrehaven,0.787108215
1708709.jpeg,12-5-1951,0.498663231,Have Skov,0.078620794
1705928.jpeg,12-6-43,0.662937254,Sandbjerg,0.772552289
1706875.jpeg,26-7-1951,0.598475296,Nivå,0.935341012
1707815.jpeg,MISSING,0.867908457,Ti,0.446380721
1705641.jpeg,10.6. 1924,0.687296150,Skagen,0.911873295
1706839.jpeg,14-5-1953,0.603525311,Kulhuse,0.425289482
1707315.jpeg,6.6.22,0.137438618,Dyrehaven,0.794831767
1706203.jpeg,7-6-1922,0.637390118,Dyrehaven,0.769878751
1707262.jpeg,4.9.1979.,0.574413459,Dyrehaven,0.755322825
1707159.jpeg,20/8.1888,0.270224310,Bognæs | NS,0.169521067
1743849.jpeg,10-5-63,0.345974538,Faxe,0.932667475
1706502.jpeg,MISSING,0.929399818,Tiis-Sø,0.434498333
1707823.jpeg,MISSING,0.867017278,Ti,0.446083662
1706132.jpeg,7/6.1870.,0.640954835,Rø. Bornholm | Bo,0.162985753
1705583.jpeg,23-5-1965,0.693237345,V.Sjælland Røsnæs Kongstrup Kl,0.212000606
1705922.jpeg,25.5.1947,0.664422552,Veddinge bakker,0.386077599
1744701.jpeg,10-5-1956,0.318347984,Kongelunden,0.378651106
1708890.jpeg,4-10-1972,0.482027887,MARSELISBORG,0.596692937
1743885.jpeg,10-9 1935,0.204574113,Jy. Herning Brændgaard,0.222100637
1706856.jpeg,MISSING,0.927617460,MISSING,0.550648681
1707853.jpeg,7-92,0.261312519,Tammestrup Jyll.,0.252103668
1706813.jpeg,15/8 1968,0.607387087,Jylland Ringkøbing: Vedersø Klit,0.237844801
1708737.jpeg,4.1.60,0.039111852,Silkeborg,0.791861170
1709422.jpeg,27.IV.2022,0.437171870,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.228338891
1707864.jpeg,MISSING,0.860779024,MISSING,0.526289785
1706004.jpeg,7.VI.2003,0.296959685,Tofte Skov NEJ,0.390533495
1708761.jpeg,6. 82.,0.247647772,Rebild Bakker,0.089314944
1709015.jpeg,6.9.02,0.241409518,Sonderburg,0.399445286
1709102.jpeg,10-9 1935,0.239033040,Jy. Herning Brændgaard,0.233091846
1707965.jpeg,MISSING,0.857808427,Falster,0.356965747
1708348.jpeg,6/6-1942,0.516189754,Bornholm,0.393801152
1742759.jpeg,MISSING,0.755916945,Møen,0.398257048
1707624.jpeg,MISSING,0.886623219,Tisvilde,0.611842983
1705793.jpeg,25.6.1913,0.132685662,Ermelunden,0.581839952
1706003.jpeg,12.V.1990,0.655510761,Høstemark Skov NEJ,0.294583207
1709805.jpeg,21 Mai 1950,0.422318885,"Kagerup, Själl.",0.277650803
1707949.jpeg,6/1870.,0.258341922,Dyrehaven,0.429448318
1709955.jpeg,10/8 1930.,0.222397696,"Jyll., Holmsld",0.402415884
1707068.jpeg,25.8.87,0.123773871,Harboør,0.593722340
1742828.jpeg,6/92,0.379542286,Roesk.,0.040894210
1708041.jpeg,17/6 1940. | 17/6 40,0.115753259,Brahe Trolleborg Svendborg Amt | BT,0.133279782
1707939.jpeg,15.10.21,0.171006366,Dyrehaven,0.745519855
1705709.jpeg,17/8.1902,0.680166717,Vester Ulslev Havn,0.290424371
1705734.jpeg,MISSING,0.969502880,Danmark,0.876523189
1707620.jpeg,19.5.29,0.540845711,Faarehus,0.591642922
1706939.jpeg,MISSING,0.926726281,Dyrehaven,0.349836314
1709846.jpeg,22.8.22,0.094067899,Thorsager,0.118129736
1709447.jpeg,13.5. 1915,0.231012428,Elbæk Strandsk,0.263986056
1706955.jpeg,MISSING,0.926132161,Dyrehaven,0.587484086
1705758.jpeg,24-5-1915,0.303792058,Skagen,0.910982116
1708740.jpeg,10/1872.,0.493613216,Veile.,0.826023037
1709224.jpeg,5. 10. 1913,0.235765383,Dyrehaven,0.585404668
1707578.jpeg,7.6.1990,0.543816308,Sose,0.939796908
1743890.jpeg,23-8-1953,0.338548045,"Ørgaard Nors, Thy",0.307950894
1709487.jpeg,MISSING,0.800178842,Dyrehaven,0.784434677
1706498.jpeg,MISSING,0.930290997,MISSING,0.552728099
1706796.jpeg,22/7-4/8 1941 | 26/7,0.101494392,Gindeskov v. Skive,0.207841770
1706787.jpeg,18.6. 1930,0.032873598,Hillerød,0.822755380
1705728.jpeg,MISSING,0.969799939,Lolland,0.876820249
1744533.jpeg,MISSING,0.089314944,SS | Øbjerggård Næstved,0.125259169
1705520.jpeg,Juni 81,0.697990300,Dyrehaven ved Klampenborg,0.137735677
1706924.jpeg,5.6.22,0.040894210,Dyrehaven,0.350133374
1743506.jpeg,MISSING,0.743737496,MISSING,0.470145499
1743829.jpeg,16.6.1929,0.348351015,Lellinge skov,0.430042437
1707749.jpeg,24-V-1975,0.535795696,Harrild hede,0.601742952
1743861.jpeg,14-6-1914,0.343598060,Vamdrup,0.667987269
1706308.jpeg,23.6.32,0.167441649,Kandestederne,0.556886935
1744688.jpeg,10-5-1956,0.130012125,Kongelunden,0.637984238
1744558.jpeg,MISSING,0.718784480,Kb,0.945441043
1742783.jpeg,MISSING,0.751163989,MISSING,0.174571082
1706398.jpeg,21.VII.2004,0.621348894,Lodskovvad NEJ,0.300227342
1709093.jpeg,4-10-1914,0.177838739,Vamdrup,0.801961200
1709948.jpeg,19/6-17.,0.413704153,Esbjerg,0.850381934
1728529.jpeg,28-5-55.,0.390236435,Kollerød,0.426477721
1706309.jpeg,1883,0.291315550,Nykøbing,0.204871173
1707277.jpeg,29.9. 1959,0.031982419,Kagerup Själl.,0.296365565
1705599.jpeg,15.5.10,0.047132464,Tidsv.,0.316565626
1707726.jpeg,24-5-1974 | 24-5-1974 | 24-5-1974,0.086938466,Skallingen | Skallingen | Skallingen,0.124962110
1706221.jpeg,7-6-1922,0.172194604,Dyrehaven,0.767502273
1743016.jpeg,19.V.2022,0.373006972,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.194177023
1728493.jpeg,1/5.1905,0.219130039,Vester Ulslev Haven,0.282700818
1728579.jpeg,28.VI.1987,0.386374659,EJ: Strandkær,0.319833283
1710344.jpeg,23-6-1961,0.405386481,"MidtJylland Galgehøj, Hjarbæk",0.224477114
1706941.jpeg,MISSING,0.926429221,Dyrehaven,0.796614125
1743800.jpeg,3/6-1941,0.353698090,Egholm,0.653728403
1706919.jpeg,25.9.21,0.142785693,Dyrehaven,0.322506820
1744539.jpeg,MISSING,0.721755077,Ti,0.948114580
1707750.jpeg,8.VI.2003,0.185562292,Tofte Skov NEJ,0.410139436
1707824.jpeg,MISSING,0.866720218,Ti,0.445786602
1709396.jpeg,27.IV.2022,0.444004244,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.217050621
1705447.jpeg,15/5.1870,0.101791452,Dyrehaven,0.777008184
1709916.jpeg,MISSING,0.777008184,Boserup,0.851273113
1707530.jpeg,24.5.88,0.264877236,Lemvig,0.665016672
1706325.jpeg,7/1862,0.623725371,Rørvig,0.583919370
1709323.jpeg,21-5-49,0.452916035,Eremitagen,0.678978478
1706100.jpeg,MISSING,0.955838133,Veilø Bugt,0.314783268
1709459.jpeg,8. 7. 1883.,0.432715975,Husum,0.421427705
1743843.jpeg,15/6 47,0.206356472,Lejre,0.924052743
1706200.jpeg,11.6.39,0.637687178,Saltholm,0.666501970
1707328.jpeg,MISSING,0.902367384,Bornholm,0.626398909
1707264.jpeg,23.7.1998,0.574116399,Dyrehaven,0.755025765
1705697.jpeg,MISSING,0.974552895,Bo,0.989405881
1744634.jpeg,c. 1/5 1935,0.123476811,Skallingen,0.672740224
1728485.jpeg,MISSING,0.767205214,Tiis Sø,0.268144892
1709074.jpeg,Sptbr 1936,0.091394362,Saltholm,0.815328888
1742832.jpeg,11-5-84,0.011485299,Klampenborg,0.274680206
1707349.jpeg,7/6.1870,0.148726887,Rø Bornholm | Bo,0.326368597
1743579.jpeg,MISSING,0.733637466,MISSING,0.467174901
1743720.jpeg,MISSING,0.729181570,MISSING,0.465392543
1744605.jpeg,MISSING,0.710466808,Øbjerggård Lundby station,0.127041528
1708751.jpeg,MISSING,0.839984844,Veile | Ve,0.246459533
1707903.jpeg,26.5.1922,0.054558957,Dyrehaven,0.747896332
1708398.jpeg,26.5.29,0.510248560,Tisvilde Hegn,0.420833586
1706934.jpeg,19/5.1870,0.277353744,Dyrehaven,0.662640194
1709755.jpeg,MISSING,0.784137617,MISSING,0.483513186
1710406.jpeg,8.6.1929,0.394395271,rg. Draved,0.034358897
1743704.jpeg,MISSING,0.730072749,Boserup,0.886029100
1709954.jpeg,28/7 1930.,0.412812974,Ærø.,0.608575326
1707208.jpeg,30-8-62.,0.578869354,Dyrehaven,0.757402243
1742793.jpeg,MISSING,0.749678691,Boserup,0.887217339
1707444.jpeg,26/6 1896,0.559263413,Skamlings=bk,0.093473780
1742770.jpeg,8/5.1870.,0.215565323,Dyrehaven | Kb,0.263688997
1707599.jpeg,21. 6. 32,0.541439830,Skagen,0.902961503
1743911.jpeg,7/8 | 1-15 Aug. 1933,0.129120946,Frøslev v. Padborg,0.192988784
1744656.jpeg,17-6-1911,0.321021522,Asminderød,0.042973628
1705949.jpeg,1.6.1967,0.660560776,Østjylland Klattrup syd f. Vejle,0.241409518
1707344.jpeg,7/6.1870.,0.564610488,Rø Bornholm | Bo,0.315377387
1705798.jpeg,22.5.1902,0.673037284,Halk,0.052479539
1706293.jpeg,14.V.2011,0.626695968,Røsnæsgd. NWZ,0.557183995
1743838.jpeg,15/6 47,0.347162777,Lejre,0.924349803
1744477.jpeg,MISSING,0.725616854,Øbjerggård,0.647193089
1706192.jpeg,7/6 1937. | 7/6 37,0.110406184,Ærø Svendborg Amt | Æ,0.135656259
1743034.jpeg,11.5.1982.,0.370630494,Grib skov,0.715516823
1705900.jpeg,Juni 1928.,0.062876629,"Sjæll., Tølløse",0.263391937
1743028.jpeg,31.V.1986,0.371521673,Jægerspris,0.416080630
1705551.jpeg,10-7.37,0.309139133,Rands Fj.,0.652243104
1706453.jpeg,17/6 1871.,0.617487117,Jydske As,0.695316763
1707531.jpeg,1/6 13,0.083076690,Bornh Rø,0.162094574
1708011.jpeg,15/5 70,0.257450743,Dyrh,0.039408912
1708460.jpeg,MISSING,0.849490755,MISSING,0.522130949
1706454.jpeg,17/6.1871.,0.617190058,Jydske As,0.338548045
1709768.jpeg,12-5-1951,0.427368900,Haveskov,0.075056078
1706097.jpeg,MISSING,0.956432252,Dyrehaven,0.771066990
1707228.jpeg,17-7-1977 | 17-7-1977,0.575601697,Jægerspr. N.sk | Jægerspr. N.sk,0.163876932
1728478.jpeg,MISSING,0.768690512,Lolland,0.850084874
1707729.jpeg,MISSING,0.874146711,MISSING,0.531339800
1708768.jpeg,9.87.,0.247350712,Hvorup,0.629963625
1706042.jpeg,20.5.34,0.648975447,Reersø,0.906526220
1744602.jpeg,MISSING,0.711060928,MISSING,0.457074871
1743981.jpeg,14.V.1985,0.330824492,NEZ: Munkholm,0.319239163
1708754.jpeg,MISSING,0.839390724,Veile | Ve,0.347162777
1706849.jpeg,24.10.1976,0.601148833,ROLD SKOV SKØRPING | DANMARK,0.121397393
1743023.jpeg,21 Mai 1950,0.371818733,"Kagerup, Själl.",0.285968475
1706286.jpeg,18-6-1956,0.628181267,Redsle Fl.,0.700663838
1743010.jpeg,19.V.2022,0.374789330,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.189127008
1708392.jpeg,5.10.32.,0.252400727,Magelundegaard pr. Købelev,0.122288572
1728536.jpeg,1-6-1918,0.388454077,København,0.719081540
1706371.jpeg,MISSING,0.090503183,Nykøbing Lyng,0.091691422
1709207.jpeg,29.4.32,0.460639588,Dyreh.,0.825725978
1707483.jpeg,5-6-1922,0.553916338,Dyrehaven,0.750569870
1707126.jpeg,28.7.18,0.580354653,Dyrehaven,0.365283419
1707742.jpeg,5-5-1974,0.537578054,SKALLINGEN,0.683434374
1708926.jpeg,22.8.22,0.082482570,Thorsager,0.790672931
1706484.jpeg,MISSING,0.932370415,Au,0.027823583
1709780.jpeg,28.IX.1988,0.425586541,NEZ UB38 HARESKOV,0.214377084
1743982.jpeg,27.IV.1986,0.183482874,F. Brandholtby V. Tommerup,0.066738406
1707900.jpeg,12.IV.2011,0.528963322,Sukkertoppen EJ,0.329933313
1709460.jpeg,26.9.1931,0.176056381,Virklund,0.453213095
1744482.jpeg,MISSING,0.724131555,Øbjerggård,0.646896029
1709779.jpeg,14.IV.1991,0.425883601,LFM PF58 RAVNSBY BAKKE,0.146053349
1743810.jpeg,16.6.1929,0.351618672,Lellinge skov,0.463907245
1706829.jpeg,12/6 1962,0.605307669,Tisvilde Hegn Nordsjælland,0.236953622
1705533.jpeg,MISSING,0.980197029,MISSING,0.571145802
1705708.jpeg,17/8.1902,0.680463777,Vester Ulslev Haven,0.106247348
1707251.jpeg,MISSING,0.906229160,Dyrehaven,0.089612004
1744662.jpeg,30.5.95,0.199524098,Esbjerg,0.840281904
1705483.jpeg,29/5.1870,0.699178539,Dyrehaven | Kb,0.348351015
1706840.jpeg,7-6-1971,0.603228251,LÆSØ,0.666204911
1708920.jpeg,26.8.1940,0.477274932,Mols,0.645113671
1706082.jpeg,3/6.1870,0.160015156,Rønne,0.926429221
1708436.jpeg,24/9 79,0.141300394,Rørdal,0.162391634
1707977.jpeg,MISSING,0.855431949,Kb,0.968314641
1708995.jpeg,MISSING,0.821567142,MISSING,0.179621097
1709526.jpeg,MISSING,0.793049409,Kb,0.956432252
1705865.jpeg,20.5-95,0.100306153,Funder,0.834934829
1728451.jpeg,MISSING,0.773740527,Kb,0.954055774
1706046.jpeg,20.5.34,0.648381328,Reersø,0.709575629
1708877.jpeg,26-10-1972,0.484701425,Marselisborg Dyreh.,0.260718400
1708750.jpeg,MISSING,0.840281904,Veilø Bugt | Ve,0.026338284
1705792.jpeg,22.5.1915,0.673334344,Ry Nørreskov,0.603228251
1706279.jpeg,18-6-1956,0.629666566,Redsle Fl.,0.391721734
1707918.jpeg,25.9.1937,0.525695665,Dyrehaven,0.746113974
1744597.jpeg,MISSING,0.711952107,MISSING,0.457966050
1709107.jpeg,10-9-1935,0.095553198,Jy. Herning,0.362906941
1707594.jpeg,23.6.32,0.166847530,Kandestederne,0.203682934
1743939.jpeg,30.5 1964,0.057529554,V.Sjælland Røsnæs Kongstrup Kl,0.149915126
1707650.jpeg,6/1871,0.125853289,Vendsys=sel,0.086938466
1708806.jpeg,23/11.1969,0.491533798,Jylland Karup,0.320130343
1742782.jpeg,MISSING,0.751461049,MISSING,0.174868142
1705828.jpeg,17/6 1870.,0.160906335,Dyrehaven | Kb,0.401227645
1709125.jpeg,25.9-1960,0.237844801,Jægerspr. N.Sk.,0.356074568
1705801.jpeg,4.6.19,0.302603819,Thorsager,0.800475902
1709852.jpeg,22.8.12,0.224477114,Thorsager,0.781761140
1710367.jpeg,18.7.1926,0.400930585,Thorsager,0.720269779
1705604.jpeg,MISSING,0.979305850,MISSING,0.570254623
1709222.jpeg,28.9.1913,0.459748409,Dyrehaven,0.733043346
1710334.jpeg,23-6-1961,0.408060018,"MidtJylland Galgehøj, Hjarbæk",0.226853592
1709497.jpeg,MISSING,0.797505305,Dyrehaven,0.428854198
1706131.jpeg,6/1862.,0.295474386,Alholm. Jægerspris | Ti,0.132388603
1709974.jpeg,17-7.51.,0.222100637,Stubbergaard. Sevel.,0.160609276
1709729.jpeg,10-5-63,0.429745377,Faxe,0.933855714
1743989.jpeg,26-7-1951,0.329042134,Nivå,0.883949682
1705849.jpeg,18/5 1890,0.671849045,Seloø,0.056341316
1707780.jpeg,6/1862,0.112782661,Jægerspris,0.031388299
1708818.jpeg,MISSING,0.833152470,MISSING,0.508169142
1709841.jpeg,19.7.1928,0.417565929,Dronninglund,0.407168839
1710394.jpeg,20.6.09,0.396474689,Dyrehaven,0.781167020
1709541.jpeg,MISSING,0.790375871,Lolland,0.854540770
1709138.jpeg,23.9.1973,0.465986663,DANMARK | RISØ ROSKILDE,0.146350409
1709051.jpeg,9.78,0.031388299,Tommerup,0.453510155
1744581.jpeg,MISSING,0.714625644,MISSING,0.460639588
1743899.jpeg,13/6 1954,0.337062746,"Ørgaard Nors, Thy",0.334389209
1708894.jpeg,9-10-1972,0.480839648,MARSELISBORG,0.595504698
1707485.jpeg,8-6-1914 | 1829,0.022476508,Vamdrup,0.862264323
1743042.jpeg,26.9.1922,0.369145196,Dyreh.,0.708981510
1707821.jpeg,MISSING,0.867314338,Ti,0.916923310
1743959.jpeg,3.5.1974,0.203088815,KNUDSH.ODDE SJÆLLAND | DANMARK,0.128526826
1707540.jpeg,MISSING,0.888702637,MISSING,0.536092755
1743948.jpeg,4-4-1953 | 4-4-1953,0.332012731,Glumsø øst-skv | Glumsø øst-skv,0.193582904
1706824.jpeg,24 - 7 - 1969,0.606198848,Læsø. Nordmarken,0.265174295
1708694.jpeg,26-9-1964,0.131497423,Tranekær,0.269333131
1709847.jpeg,22.8.32,0.043864808,Thorsager,0.389048196
1707004.jpeg,26/8.1899,0.275868445,Kjeldskov,0.583325250
1707274.jpeg,19-X-1976,0.571739921,Sundby storsk,0.320724462
1707425.jpeg,MISSING,0.890187936,Svejbæk,0.593425280
1707566.jpeg,20-5-1956,0.546489845,JægersprisNord skov,0.283294938
1707426.jpeg,28 Mai 1889,0.064658988,Lindum H. Onsild,0.072085480
1706435.jpeg,14/6.1871,0.075650197,Dronninglund,0.312109730
1705605.jpeg,MISSING,0.979008791,MISSING,0.569957563
1707452.jpeg,21-5-49.,0.557778115,Eremitagen,0.685810852
1705918.jpeg,1-6-50.,0.665610791,Hestehaven. Hillerød,0.267253713
1705649.jpeg,1883,0.685513792,Vojens,0.835826008
1709186.jpeg,29-8-1952,0.464798424,Dyrehaven,0.736608063
1707473.jpeg,14-5-1914,0.266659594,Vamdrup,0.862858442
1705633.jpeg,21.7.1974.,0.688187329,Rø,0.990000000
1744564.jpeg,MISSING,0.717299182,Kb,0.978711731
1709476.jpeg,MISSING,0.802852380,Dyrehaven,0.277947863
1707845.jpeg,MISSING,0.862858442,MISSING,0.528369203
1708438.jpeg,Oktober 1964,0.505198545,Bornholm,0.815923007
1743500.jpeg,MISSING,0.744925735,SS | Øbjerggård Næstved,0.167441649
1706915.jpeg,10.8.1948,0.593425280,Dyrehaven,0.261312519
1706830.jpeg,1. 7. 28.,0.605010609,Eremitagen,0.689078509
1708807.jpeg,23-10-1971,0.491236738,"N-JYLLAND SKAGEN, STRANDKANT",0.155559260
1707366.jpeg,MISSING,0.895832070,SS,0.970394059
1707675.jpeg,MISSING,0.880384965,MISSING,0.183482874
1743583.jpeg,MISSING,0.732746287,Boserup,0.843549560
1743879.jpeg,14.4.1943,0.205168233,Rude skov,0.392612913
1709581.jpeg,16/4 1870,0.430339497,Dyrehaven,0.723240376
1743922.jpeg,23-10-1971,0.183779933,"N-JYLLAND SKAGEN, STRANDKANT",0.165659291
1728565.jpeg,MISSING,0.765719915,MISSING,0.476680812
1743014.jpeg,19.V.2022,0.373601091,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.194474083
1743799.jpeg,3/5-1942,0.353995150,Tisvilde Hegn ved Asserbo,0.222397696
1705444.jpeg,15/5. 1870,0.312109730,Dyrehaven,0.695910882
1709027.jpeg,13/9 1887.,0.474007275,København,0.739578660
1706040.jpeg,20.5.34,0.649272507,Reersø,0.906823280
1743985.jpeg,1. VI. 1986,0.329933313,NEJ: Lundby Hede,0.141300394
1707463.jpeg,2.6.1943,0.555104577,Dyrehaven,0.751758109
1744665.jpeg,2/6 88 | do 1/6 88 | 28/5 88,0.010594119,Harb,0.013267657
1709197.jpeg,26-8-1956,0.462719006,Nekselø V.,0.679572598
1710404.jpeg,7. 6. 1927,0.394989391,Pindstrup,0.339736284
1705542.jpeg,28/5 1939. | 28/5 39,0.109515005,Ristinge Svendborg Amt | Ri.,0.110109124
1708802.jpeg,13.10.46,0.492424977,s.f. Rørbæk Sø,0.253291907
1707080.jpeg,29-5-1951,0.583325250,Dyrehaven,0.760669900
1705863.jpeg,9.1900,0.300524401,Bernstorff,0.323695059
1706433.jpeg,17/6 1871,0.287156714,Dronninglund,0.343598060
1705494.jpeg,MISSING,0.986732343,MISSING,0.574413459
1709120.jpeg,19-9-1953,0.058420734,Dyrehaven,0.737796302
1743491.jpeg,3/6. 1870.,0.365580479,Bo | Byaa ved Rønne,0.070006062
1709592.jpeg,7. 96,0.094364959,Næsbyhoved,0.254183086
1709445.jpeg,18.V.1930,0.127338587,Madum Sø,0.366471658
1743836.jpeg,13-8-36.,0.347756896,Hindsholm,0.713437405
1709927.jpeg,20/8 88 | 19/6.86,0.016535314,Bognæs | Fredriksværk Karsemose,0.018614732
1742774.jpeg,MISSING,0.752946347,SS,0.950193998
1705419.jpeg,25.6.1913,0.705119733,Ermelunden,0.048320703
1706445.jpeg,14/6.1871,0.285671416,Dronninglund,0.326071537
1706981.jpeg,MISSING,0.922567445,MISSING,0.550054562
